Date,Open,High,Low,Close,Adj Close,Volume
2015-11-02,70.5,73.4000015258789,67.0,70.4000015258789,67.80496978759766,22781516
2015-11-09,67.75,68.0,63.0,63.5,61.1593132019043,27518860
2015-11-16,63.45000076293945,66.05000305175781,62.0,65.19999694824219,62.79664611816406,17608835
2015-11-23,66.4000015258789,66.9000015258789,60.599998474121094,61.0,58.751461029052734,24518076
2015-11-30,61.0,61.75,58.79999923706055,60.5,58.269893646240234,29904721
2015-12-07,60.150001525878906,60.900001525878906,54.900001525878906,55.29999923706055,53.261573791503906,17589906
2015-12-14,55.099998474121094,59.79999923706055,54.04999923706055,58.400001525878906,56.24730682373047,12305409
2015-12-21,58.099998474121094,61.45000076293945,57.04999923706055,60.900001525878906,58.655147552490234,9818975
2015-12-28,61.0,62.400001525878906,59.5,60.70000076293945,58.462520599365234,7486786
2016-01-04,61.20000076293945,61.20000076293945,54.900001525878906,55.099998474121094,53.06894302368164,11606081
2016-01-11,54.45000076293945,54.95000076293945,46.0,46.849998474121094,45.123046875,15659093
2016-01-18,46.0,47.20000076293945,43.099998474121094,46.04999923706055,44.3525390625,31376717
2016-01-25,47.099998474121094,53.0,46.650001525878906,52.54999923706055,50.61294174194336,10842834
2016-02-01,52.95000076293945,58.75,51.20000076293945,54.95000076293945,52.924476623535156,22985096
2016-02-08,55.400001525878906,56.400001525878906,45.0,50.400001525878906,48.54219436645508,16410019
2016-02-15,51.25,55.099998474121094,49.79999923706055,50.79999923706055,48.92744827270508,6756499
2016-02-22,51.0,51.70000076293945,46.25,47.099998474121094,45.363834381103516,7826733
2016-02-29,47.650001525878906,51.04999923706055,45.349998474121094,49.650001525878906,47.81983947753906,13402032
2016-03-07,49.650001525878906,50.099998474121094,47.0,47.54999923706055,45.797245025634766,8471144
2016-03-14,48.0,48.29999923706055,43.900001525878906,45.20000076293945,43.533870697021484,19223097
2016-03-21,45.849998474121094,48.29999923706055,45.54999923706055,47.349998474121094,45.604618072509766,9745753
2016-03-28,47.599998474121094,49.70000076293945,45.0,48.849998474121094,47.0493278503418,35816404
2016-04-04,49.400001525878906,52.400001525878906,48.95000076293945,52.150001525878906,50.227684020996094,14113483
2016-04-11,52.29999923706055,54.900001525878906,51.54999923706055,54.0,52.009490966796875,7887264
2016-04-18,54.400001525878906,55.099998474121094,53.25,53.79999923706055,51.816864013671875,16060038
2016-04-25,54.0,54.400001525878906,46.79999923706055,47.849998474121094,46.086185455322266,27925082
2016-05-02,47.900001525878906,50.400001525878906,46.29999923706055,47.599998474121094,45.845401763916016,15903960
2016-05-09,47.79999923706055,48.54999923706055,46.0,46.54999923706055,44.8341064453125,22880344
2016-05-16,46.900001525878906,47.900001525878906,46.400001525878906,47.20000076293945,45.46015167236328,9672020
2016-05-23,47.20000076293945,48.70000076293945,46.650001525878906,47.70000076293945,45.94171905517578,47320798
2016-05-30,47.70000076293945,48.70000076293945,47.25,47.349998474121094,45.604618072509766,9504373
2016-06-06,47.5,48.150001525878906,45.849998474121094,47.349998474121094,45.604618072509766,12338279
2016-06-13,47.20000076293945,47.70000076293945,46.650001525878906,46.900001525878906,45.171207427978516,5922664
2016-06-20,46.900001525878906,47.400001525878906,44.0,44.900001525878906,43.24493408203125,10825280
2016-06-27,45.349998474121094,46.150001525878906,44.45000076293945,45.349998474121094,43.678340911865234,10289422
2016-07-04,45.54999923706055,48.0,45.54999923706055,47.5,45.74909210205078,16506183
